INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('210115-PYM-349', 97.50, 'CreditCard', 'Refunded', TO_TIMESTAMP('2021-01-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '210115-BKG-293884', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230911-PYM-731', 330.27, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-11 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230911-BKG-847362', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240814-PYM-631', 1950.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-08-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240814-BKG-847362', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230715-PYM-589', 301.19, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230715-BKG-193847', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240906-PYM-802', 450.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-09-06 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240906-BKG-193847', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230923-PYM-237', 440.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-23 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230923-BKG-847362', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240810-PYM-565', 2025.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-08-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240810-BKG-193847', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230824-PYM-525', 750.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-24 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230824-BKG-847329', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240807-PYM-915', 3625.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-08-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240807-BKG-847362', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230918-PYM-789', 294.89, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-09-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230918-BKG-847290', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240911-PYM-550', 1350.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-09-11 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240911-BKG-193847', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230726-PYM-208', 408.07, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-26 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230726-BKG-847290', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240901-PYM-483', 700.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-09-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240901-BKG-847329', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230601-PYM-407', 309.09, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-06-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230601-BKG-845201', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230815-PYM-958', 703.64, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230815-BKG-981202', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230411-PYM-870', 137.45, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-04-11 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230411-BKG-672203', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240105-PYM-210', 900.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240105-BKG-789204', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231210-PYM-280', 512.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-12-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231210-BKG-652205', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230512-PYM-377', 614.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230512-BKG-748206', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230925-PYM-602', 943.64, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230925-BKG-982207', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230314-PYM-480', 394.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-03-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230314-BKG-657208', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230719-PYM-637', 1119.27, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-19 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230719-BKG-843209', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240301-PYM-347', 1960.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240301-BKG-962210', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230628-PYM-375', 772.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230628-BKG-372211', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240114-PYM-604', 1860.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-01-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240114-BKG-985212', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231110-PYM-542', 572.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231110-BKG-865213', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230805-PYM-593', 641.09, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230805-BKG-748214', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240210-PYM-356', 1880.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240210-BKG-569215', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230703-PYM-146', 1321.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-03 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230703-BKG-982216', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230918-PYM-446', 1509.82, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230918-BKG-124217', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240105-PYM-991', 2200.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240105-BKG-481219', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231101-PYM-471', 1988.64, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-11-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231101-BKG-753220', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230410-PYM-289', 1496.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-04-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230410-BKG-672221', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230725-PYM-482', 808.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230725-BKG-983222', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230518-PYM-125', 1352.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230518-BKG-674223', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240115-PYM-129', 1240.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240115-BKG-285224', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240302-PYM-669', 1800.00, 'CreditCard', 'Refunded', TO_TIMESTAMP('2024-03-02 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240302-BKG-486225', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230618-PYM-217', 1854.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-18 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230618-BKG-384226', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230905-PYM-733', 2123.18, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230905-BKG-193227', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230528-PYM-838', 1505.64, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230528-BKG-485228', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231002-PYM-306', 1740.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-10-02 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231002-BKG-674229', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240222-PYM-765', 3000.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240222-BKG-857230', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230419-PYM-797', 2672.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-04-19 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230419-BKG-764231', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230810-PYM-575', 3049.09, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-08-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230810-BKG-283232', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230605-PYM-117', 2410.91, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230605-BKG-184233', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231022-PYM-914', 1740.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-10-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231022-BKG-948234', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240228-PYM-227', 4900.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240228-BKG-394235', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230328-PYM-198', 227.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-03-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230328-BKG-374236', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230707-PYM-296', 466.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230707-BKG-185237', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230515-PYM-285', 276.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230515-BKG-496238', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240108-PYM-184', 900.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240108-BKG-782239', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240312-PYM-566', 1240.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240312-BKG-983240', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230501-PYM-127', 614.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230501-BKG-284241', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230615-PYM-564', 803.64, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230615-BKG-673242', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230411-PYM-882', 916.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-04-11 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230411-BKG-938243', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240122-PYM-283', 1240.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240122-BKG-486244', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240309-PYM-384', 1440.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-09 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240309-BKG-295245', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230212-PYM-225', 830.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-02-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230212-BKG-123246', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230910-PYM-688', 1069.45, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-09-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230910-BKG-374247', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230608-PYM-522', 1112.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230608-BKG-482248', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240219-PYM-466', 1800.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-19 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240219-BKG-839249', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240328-PYM-597', 2100.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-28 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240328-BKG-937250', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230503-PYM-255', 691.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-03 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230503-BKG-456251', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230719-PYM-220', 855.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-07-19 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230719-BKG-583252', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230805-PYM-183', 938.18, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-05 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230805-BKG-784253', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240112-PYM-261', 1500.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240112-BKG-892254', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240324-PYM-921', 1800.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-24 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240324-BKG-192255', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230312-PYM-778', 531.36, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-03-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230312-BKG-485256', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230825-PYM-737', 781.82, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-25 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230825-BKG-756257', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230510-PYM-892', 921.82, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230510-BKG-987258', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240102-PYM-959', 1500.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-02 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240102-BKG-364259', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240315-PYM-667', 1800.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240315-BKG-583260', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230217-PYM-767', 754.55, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-02-17 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230217-BKG-583261', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230912-PYM-628', 1132.36, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-09-12 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230912-BKG-672262', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230607-PYM-172', 1406.36, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-06-07 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230607-BKG-923263', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240106-PYM-287', 2400.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-06 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240106-BKG-485264', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240308-PYM-940', 3060.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-08 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240308-BKG-674265', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230520-PYM-793', 845.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-05-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230520-BKG-984266', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('231001-PYM-730', 1138.91, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-10-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '231001-BKG-753267', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230815-PYM-478', 1422.91, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-08-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230815-BKG-465268', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240114-PYM-246', 2400.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-01-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240114-BKG-948269', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240320-PYM-963', 3060.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-03-20 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240320-BKG-174270', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230410-PYM-511', 992.73, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-04-10 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230410-BKG-582271', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230822-PYM-524', 1407.27, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-08-22 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230822-BKG-936272', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230614-PYM-524', 1607.27, 'CreditCard', 'Refunded', TO_TIMESTAMP('2023-06-14 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230614-BKG-783273', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240216-PYM-654', 2700.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-02-16 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240216-BKG-482274', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('240401-PYM-224', 3230.00, 'CreditCard', 'Completed', TO_TIMESTAMP('2024-04-01 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '240401-BKG-761275', NULL);
INSERT INTO Payment (PaymentID, PaymentAmount, PaymentMethod, PaymentStatus, PaymentDate, BookingID, PurchaseID) VALUES ('230615-PYM-734', 1081.82, 'CreditCard', 'Completed', TO_TIMESTAMP('2023-06-15 00:00:00', 'YYYY-MM-DD HH24:MI:SS'), '230615-BKG-382276', NULL);
