INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2573', 'PART6693', 'MAINT9865', TO_TIMESTAMP('2024-09-02 21:57:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF8879');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART6288', 'MAINT1004', TO_TIMESTAMP('2024-06-27 16:03:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7734', 'PART0369', 'MAINT9041', TO_TIMESTAMP('2023-05-16 21:54:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF4873');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART1284', 'MAINT2422', TO_TIMESTAMP('2023-06-24 00:18:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART8028', 'MAINT8168', TO_TIMESTAMP('2023-10-12 00:42:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF2444');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9612', 'PART5353', 'MAINT4336', TO_TIMESTAMP('2024-10-26 10:04:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF6201');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART6178', 'MAINT7398', TO_TIMESTAMP('2023-10-13 01:52:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF0360');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5647', 'PART7760', 'MAINT1004', TO_TIMESTAMP('2024-06-06 00:05:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF4958');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7734', 'PART5278', 'MAINT8488', TO_TIMESTAMP('2024-04-09 09:43:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART1284', 'MAINT5965', TO_TIMESTAMP('2024-03-07 15:11:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF2444');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART6693', 'MAINT2422', TO_TIMESTAMP('2024-02-06 21:30:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF8719');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4587', 'PART6693', 'MAINT4336', TO_TIMESTAMP('2024-08-15 22:28:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF1990');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART7356', 'MAINT5362', TO_TIMESTAMP('2024-09-08 13:04:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5647', 'PART6062', 'MAINT9669', TO_TIMESTAMP('2024-01-16 07:12:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART7760', 'MAINT5090', TO_TIMESTAMP('2024-09-07 06:18:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF4958');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4587', 'PART5353', 'MAINT2601', TO_TIMESTAMP('2023-12-13 14:50:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART7356', 'MAINT6327', TO_TIMESTAMP('2023-02-07 07:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART2388', 'MAINT2052', TO_TIMESTAMP('2024-07-11 09:18:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART6062', 'MAINT9669', TO_TIMESTAMP('2023-09-04 07:16:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART7136', 'MAINT8168', TO_TIMESTAMP('2024-01-20 06:23:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4587', 'PART6178', 'MAINT9838', TO_TIMESTAMP('2023-06-27 23:59:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF9076');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5403', 'PART8142', 'MAINT0650', TO_TIMESTAMP('2023-04-15 23:31:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9798', 'PART0876', 'MAINT5090', TO_TIMESTAMP('2024-04-28 17:11:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4587', 'PART6178', 'MAINT4336', TO_TIMESTAMP('2024-04-19 19:23:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF4873');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART0369', 'MAINT5362', TO_TIMESTAMP('2024-07-11 21:11:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF6913');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART1284', 'MAINT9838', TO_TIMESTAMP('2023-12-13 10:25:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4387', 'PART1284', 'MAINT4099', TO_TIMESTAMP('2024-07-19 19:27:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF6913');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE1899', 'PART8028', 'MAINT5090', TO_TIMESTAMP('2023-09-03 14:38:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF0360');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2785', 'PART5980', 'MAINT8001', TO_TIMESTAMP('2024-04-13 13:41:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF6201');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART0876', 'MAINT8488', TO_TIMESTAMP('2023-11-15 13:54:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4387', 'PART6693', 'MAINT8168', TO_TIMESTAMP('2024-09-18 19:32:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF3741');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART9146', 'MAINT8488', TO_TIMESTAMP('2024-08-21 00:14:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF2023');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4387', 'PART7356', 'MAINT1004', TO_TIMESTAMP('2024-07-08 17:31:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF8719');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5403', 'PART6046', 'MAINT1004', TO_TIMESTAMP('2023-04-07 06:34:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART5353', 'MAINT0650', TO_TIMESTAMP('2023-08-24 23:26:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART6178', 'MAINT9838', TO_TIMESTAMP('2023-06-23 04:57:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART6046', 'MAINT2422', TO_TIMESTAMP('2024-05-21 11:35:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF8719');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART6046', 'MAINT8001', TO_TIMESTAMP('2023-04-02 07:39:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART5353', 'MAINT4099', TO_TIMESTAMP('2024-11-07 16:42:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART6288', 'MAINT7398', TO_TIMESTAMP('2024-09-17 18:33:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART1284', 'MAINT3451', TO_TIMESTAMP('2023-03-02 04:46:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9798', 'PART6062', 'MAINT4336', TO_TIMESTAMP('2024-11-05 21:29:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7734', 'PART6288', 'MAINT5965', TO_TIMESTAMP('2024-07-12 17:47:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART0369', 'MAINT2422', TO_TIMESTAMP('2024-03-17 03:12:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART7136', 'MAINT5965', TO_TIMESTAMP('2024-10-07 08:17:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART6062', 'MAINT2422', TO_TIMESTAMP('2023-11-12 15:15:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF9076');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4387', 'PART6288', 'MAINT4099', TO_TIMESTAMP('2023-11-04 02:00:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5414', 'PART6288', 'MAINT8001', TO_TIMESTAMP('2023-04-22 16:09:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7258', 'PART7356', 'MAINT3451', TO_TIMESTAMP('2024-01-12 17:22:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF2444');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART5980', 'MAINT2601', TO_TIMESTAMP('2024-12-12 11:50:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF7714');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART8028', 'MAINT8168', TO_TIMESTAMP('2024-09-04 22:45:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9612', 'PART8142', 'MAINT5965', TO_TIMESTAMP('2023-07-02 20:52:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF3741');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9798', 'PART6062', 'MAINT5965', TO_TIMESTAMP('2023-05-24 01:43:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9487', 'PART6062', 'MAINT2052', TO_TIMESTAMP('2023-11-21 18:08:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF8719');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART7760', 'MAINT5965', TO_TIMESTAMP('2023-11-16 16:09:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2785', 'PART5980', 'MAINT3451', TO_TIMESTAMP('2023-02-14 00:04:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF7714');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART8142', 'MAINT6327', TO_TIMESTAMP('2024-02-03 01:21:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5647', 'PART8028', 'MAINT5965', TO_TIMESTAMP('2023-03-26 07:02:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5414', 'PART6288', 'MAINT0650', TO_TIMESTAMP('2024-10-04 11:11:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF4873');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART6693', 'MAINT2601', TO_TIMESTAMP('2024-08-01 14:23:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8738', 'PART7136', 'MAINT2052', TO_TIMESTAMP('2023-11-22 21:47:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF2023');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE8647', 'PART6693', 'MAINT9865', TO_TIMESTAMP('2023-10-02 17:21:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF7714');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART7356', 'MAINT9669', TO_TIMESTAMP('2024-06-05 18:35:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7258', 'PART7356', 'MAINT6327', TO_TIMESTAMP('2024-02-09 14:37:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5009', 'PART5278', 'MAINT0650', TO_TIMESTAMP('2024-06-24 09:26:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2785', 'PART9261', 'MAINT9669', TO_TIMESTAMP('2024-08-26 05:12:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF0799');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2573', 'PART5278', 'MAINT5362', TO_TIMESTAMP('2023-09-06 06:28:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF5332');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9798', 'PART6062', 'MAINT0650', TO_TIMESTAMP('2024-12-02 20:21:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7258', 'PART6693', 'MAINT7398', TO_TIMESTAMP('2024-08-03 22:33:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF4370');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5414', 'PART0369', 'MAINT2601', TO_TIMESTAMP('2024-04-18 02:56:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF4873');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE7258', 'PART5278', 'MAINT9865', TO_TIMESTAMP('2024-04-16 17:58:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART5353', 'MAINT5090', TO_TIMESTAMP('2024-07-20 12:47:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '2', 'STF7714');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5647', 'PART2388', 'MAINT4336', TO_TIMESTAMP('2023-09-28 01:54:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF9076');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART8142', 'MAINT8488', TO_TIMESTAMP('2023-12-16 08:03:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF3507');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE0507', 'PART8028', 'MAINT2601', TO_TIMESTAMP('2024-11-22 04:17:00', 'YYYY-MM-DD HH24:MI:SS'), 'Pending', NULL, 'STF3971');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE4232', 'PART0876', 'MAINT9865', TO_TIMESTAMP('2023-12-18 15:25:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF8101');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5414', 'PART2388', 'MAINT9669', TO_TIMESTAMP('2023-01-27 10:52:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE2573', 'PART7760', 'MAINT6327', TO_TIMESTAMP('2024-02-23 14:26:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '5', 'STF6201');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE5403', 'PART9261', 'MAINT2422', TO_TIMESTAMP('2023-08-09 19:10:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF3741');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE6107', 'PART8028', 'MAINT0650', TO_TIMESTAMP('2023-06-13 17:16:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '1', 'STF1990');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE9612', 'PART5353', 'MAINT5090', TO_TIMESTAMP('2024-03-10 16:59:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '4', 'STF2303');
INSERT INTO AirplaneMaintenance (AirplaneID, PartID, MaintenanceID, AirplaneMaintenanceDate, AirplaneMaintenanceStatus, PartQty, StaffID) VALUES ('PLANE3860', 'PART6062', 'MAINT9865', TO_TIMESTAMP('2023-01-25 23:48:00', 'YYYY-MM-DD HH24:MI:SS'), 'Completed', '3', 'STF4370');
