INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA042', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA043', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA044', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA045', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA046', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA047', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA048', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA049', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA050', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA051', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA052', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA053', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA054', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA055', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA056', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA057', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA058', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA059', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA060', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA061', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA062', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA063', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA064', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA065', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA066', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA067', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA068', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA069', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA070', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA071', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA072', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA073', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA074', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA075', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA076', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA077', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA078', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA079', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA080', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA081', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA082', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA083', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA084', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA085', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA086', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA087', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA088', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA089', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA090', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA091', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA092', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA093', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA094', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA095', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA096', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA097', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA098', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA099', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA100', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA101', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA102', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA103', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA104', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA105', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA106', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA107', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA108', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA109', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA110', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA111', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA112', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA113', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA114', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA115', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA116', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA117', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA118', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA119', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA120', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA001', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA002', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA003', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA003', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA003', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA003', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA003', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA004', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA004', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA004', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA005', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA006', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA007', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA007', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA007', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA007', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA007', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA008', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA009', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA010', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA010', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA010', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA010', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA010', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA011', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA011', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA011', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA011', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA011', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA012', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA012', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA012', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA012', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA012', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA013', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA013', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA013', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA013', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA013', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA014', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA014', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA014', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA014', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA014', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA015', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA015', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA015', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA015', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA015', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA016', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA016', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA016', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA016', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA016', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA017', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA017', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA017', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA017', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA017', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA018', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA018', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA018', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA018', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA018', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA019', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA019', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA019', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA019', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA019', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA020', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA020', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA020', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA020', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA020', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA021', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA022', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA023', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA023', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA023', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA023', 'STF5332', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA023', 'STF1990', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA024', 'STF3971', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA024', 'STF8879', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA024', 'STF2303', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA024', 'STF2444', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA024', 'STF4370', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA025', 'STF3507', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA025', 'STF0360', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA025', 'STF4873', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA025', 'STF6201', 'Air Traffic Controller');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA025', 'STF7714', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA026', 'STF4958', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA026', 'STF9076', 'Co-pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA026', 'STF0799', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA026', 'STF2023', 'Head Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA026', 'STF8101', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA027', 'STF6913', 'Flight Attendant');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA027', 'STF3741', 'Ground Crew');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA027', 'STF8719', 'Pilot');
INSERT INTO FlightStaff (FlightID, StaffID, Role) VALUES ('FLA027', 'STF5332', 'Co-pilot');
