INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('210115-TKT-001', '1A', 'CLS0001', 'Cancelled', '210115-BKG-293884', 'PSG001', 'ISR862', 'FLA002', '97.5');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240613-TKT-101', '2B', 'CLS0007', 'Pending', '240613-BKG-394817', 'PSG101', 'ISR777', 'FLA066', '3250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230820-TKT-102', '3C', 'CLS0011', 'Checked-In', '230820-BKG-948726', 'PSG102', 'ISR738', 'FLA034', '351.82');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240514-TKT-103', '4A', 'CLS0009', 'Pending', '240514-BKG-283910', 'PSG103', 'ISR738', 'FLA064', '2800');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230911-TKT-104', '5B', 'CLS0012', 'Checked-In', '230911-BKG-583210', 'PSG104', 'ISR450', 'FLA035', '390.04');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230911-TKT-105', '6A', 'CLS0014', 'Checked-In', '230911-BKG-583210', 'PSG105', 'ISR086', 'FLA035', '427.78');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240507-TKT-106', '7C', 'CLS0018', 'Pending', '240507-BKG-918746', 'PSG106', 'ISR573', 'FLA065', '1575');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230927-TKT-107', '8A', 'CLS0016', 'Checked-In', '230927-BKG-273846', 'PSG107', 'ISR981', 'FLA035', '654.65');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240616-TKT-108', '9B', 'CLS0005', 'Pending', '240616-BKG-475839', 'PSG108', 'ISR867', 'FLA066', '2750');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230817-TKT-109', '10A', 'CLS0013', 'Checked-In', '230817-BKG-293847', 'PSG109', 'ISR093', 'FLA034', '312.73');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240619-TKT-110', '11C', 'CLS0012', 'Pending', '240619-BKG-583021', 'PSG110', 'ISR324', 'FLA067', '775');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230730-TKT-111', '12A', 'CLS0015', 'Checked-In', '230730-BKG-394612', 'PSG111', 'ISR114', 'FLA033', '408.07');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240712-TKT-112', '13B', 'CLS0017', 'Pending', '240712-BKG-184756', 'PSG112', 'ISR450', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230622-TKT-113', '14A', 'CLS0006', 'Checked-In', '230622-BKG-739281', 'PSG113', 'ISR195', 'FLA031', '231.82');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240515-TKT-114', '15C', 'CLS0009', 'Pending', '240515-BKG-293874', 'PSG114', 'ISR777', 'FLA066', '3500');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230703-TKT-115', '16A', 'CLS0016', 'Checked-In', '230703-BKG-847539', 'PSG115', 'ISR738', 'FLA032', '647.08');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240813-TKT-116', '17B', 'CLS0011', 'Pending', '240813-BKG-948362', 'PSG116', 'ISR450', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230714-TKT-117', '18A', 'CLS0007', 'Checked-In', '230714-BKG-837562', 'PSG117', 'ISR114', 'FLA033', '606.27');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240520-TKT-118', '19C', 'CLS0006', 'Pending', '240520-BKG-758193', 'PSG118', 'ISR086', 'FLA067', '600');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230921-TKT-119', '20A', 'CLS0010', 'Checked-In', '230921-BKG-638594', 'PSG119', 'ISR093', 'FLA035', '205.24');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240622-TKT-120', '21B', 'CLS0018', 'Pending', '240622-BKG-102948', 'PSG120', 'ISR769', 'FLA067', '525');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230715-TKT-121', '22A', 'CLS0012', 'Checked-In', '230715-BKG-384716', 'PSG121', 'ISR590', 'FLA033', '361.43');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240704-TKT-122', '23B', 'CLS0010', 'Pending', '240704-BKG-203874', 'PSG122', 'ISR573', 'FLA065', '2175');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230922-TKT-123', '24A', 'CLS0015', 'Checked-In', '230922-BKG-948735', 'PSG123', 'ISR195', 'FLA035', '344.03');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240617-TKT-124', '25C', 'CLS0017', 'Pending', '240617-BKG-847329', 'PSG124', 'ISR450', 'FLA066', '3750');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230716-TKT-125', '26A', 'CLS0014', 'Checked-In', '230716-BKG-584762', 'PSG125', 'ISR114', 'FLA033', '422.84');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240801-TKT-126', '27B', 'CLS0009', 'Pending', '240801-BKG-193847', 'PSG126', 'ISR324', 'FLA067', '700');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230820-TKT-127', '28A', 'CLS0016', 'Checked-In', '230820-BKG-394872', 'PSG127', 'ISR738', 'FLA034', '433.91');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240701-TKT-128', '29C', 'CLS0005', 'Pending', '240701-BKG-837594', 'PSG128', 'ISR777', 'FLA065', '1650');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230914-TKT-129', '30A', 'CLS0013', 'Checked-In', '230914-BKG-583764', 'PSG129', 'ISR086', 'FLA035', '402.62');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240705-TKT-130', '31B', 'CLS0018', 'Pending', '240705-BKG-193872', 'PSG130', 'ISR738', 'FLA067', '525');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230925-TKT-131', '32A', 'CLS0019', 'Checked-In', '230925-BKG-948536', 'PSG131', 'ISR573', 'FLA035', '212.32');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240716-TKT-132', '33C', 'CLS0017', 'Pending', '240716-BKG-847362', 'PSG132', 'ISR450', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230819-TKT-133', '34A', 'CLS0016', 'Checked-In', '230819-BKG-293847', 'PSG133', 'ISR195', 'FLA034', '650.86');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240729-TKT-134', '35B', 'CLS0013', 'Pending', '240729-BKG-948362', 'PSG134', 'ISR114', 'FLA066', '4000');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230923-TKT-135', '36A', 'CLS0014', 'Checked-In', '230923-BKG-847329', 'PSG135', 'ISR769', 'FLA035', '427.78');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240825-TKT-136', '37C', 'CLS0008', 'Pending', '240825-BKG-293847', 'PSG136', 'ISR086', 'FLA067', '675');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230726-TKT-137', '38A', 'CLS0015', 'Checked-In', '230726-BKG-583920', 'PSG137', 'ISR324', 'FLA033', '340.06');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240907-TKT-138', '39B', 'CLS0019', 'Pending', '240907-BKG-847328', 'PSG138', 'ISR450', 'FLA065', '1350');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230621-TKT-139', '40A', 'CLS0017', 'Checked-In', '230621-BKG-193847', 'PSG139', 'ISR573', 'FLA031', '695.45');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240808-TKT-140', '41C', 'CLS0010', 'Pending', '240808-BKG-193847', 'PSG140', 'ISR195', 'FLA067', '725');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230909-TKT-141', '42A', 'CLS0007', 'Checked-In', '230909-BKG-948726', 'PSG141', 'ISR086', 'FLA035', '306.68');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240909-TKT-142', '43B', 'CLS0019', 'Pending', '240909-BKG-293847', 'PSG142', 'ISR450', 'FLA065', '1350');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230820-TKT-143', '44A', 'CLS0016', 'Checked-In', '230820-BKG-847362', 'PSG143', 'ISR324', 'FLA034', '462.84');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240818-TKT-144', '45C', 'CLS0018', 'Pending', '240818-BKG-193847', 'PSG144', 'ISR738', 'FLA067', '525');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230910-TKT-145', '46A', 'CLS0013', 'Cancelled', '230910-BKG-938472', 'PSG145', 'ISR590', 'FLA035', '314.55');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240829-TKT-146', '47B', 'CLS0017', 'Pending', '240829-BKG-193847', 'PSG146', 'ISR086', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230725-TKT-147', '48A', 'CLS0005', 'Checked-In', '230725-BKG-847362', 'PSG147', 'ISR093', 'FLA033', '384.75');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240704-TKT-148', '49C', 'CLS0012', 'Pending', '240704-BKG-948726', 'PSG148', 'ISR573', 'FLA066', '3875');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230813-TKT-149', '50A', 'CLS0010', 'Cancelled', '230813-BKG-193847', 'PSG149', 'ISR450', 'FLA033', '362.76');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240731-TKT-150', '51B', 'CLS0008', 'Pending', '240731-BKG-293847', 'PSG150', 'ISR086', 'FLA065', '2025');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230922-TKT-151', '52A', 'CLS0017', 'Checked-In', '230922-BKG-847362', 'PSG151', 'ISR738', 'FLA035', '294.89');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240724-TKT-152', '53C', 'CLS0009', 'Pending', '240724-BKG-193847', 'PSG152', 'ISR573', 'FLA067', '700');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230824-TKT-153', '54A', 'CLS0012', 'Checked-In', '230824-BKG-394827', 'PSG153', 'ISR114', 'FLA034', '727.09');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240919-TKT-154', '55B', 'CLS0015', 'Pending', '240919-BKG-948726', 'PSG154', 'ISR450', 'FLA066', '4375');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230822-TKT-155', '56A', 'CLS0010', 'Checked-In', '230822-BKG-847290', 'PSG155', 'ISR195', 'FLA034', '340.09');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240702-TKT-156', '57B', 'CLS0018', 'Pending', '240702-BKG-394825', 'PSG156', 'ISR738', 'FLA065', '1575');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230824-TKT-157', '58A', 'CLS0016', 'Checked-In', '230824-BKG-394825', 'PSG157', 'ISR573', 'FLA034', '361.59');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240904-TKT-158', '59C', 'CLS0019', 'Pending', '240904-BKG-948726', 'PSG158', 'ISR086', 'FLA066', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230929-TKT-159', '60A', 'CLS0009', 'Checked-In', '230929-BKG-847290', 'PSG159', 'ISR777', 'FLA035', '352.29');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240803-TKT-160', '61B', 'CLS0007', 'Pending', '240803-BKG-847329', 'PSG160', 'ISR450', 'FLA065', '1950');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230912-TKT-161', '62A', 'CLS0014', 'Checked-In', '230912-BKG-938472', 'PSG161', 'ISR114', 'FLA035', '601.57');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240727-TKT-162', '63C', 'CLS0017', 'Pending', '240727-BKG-847362', 'PSG162', 'ISR195', 'FLA067', '750');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230917-TKT-163', '64A', 'CLS0018', 'Checked-In', '230917-BKG-193847', 'PSG163', 'ISR738', 'FLA035', '495.41');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240822-TKT-164', '65B', 'CLS0019', 'Pending', '240822-BKG-193847', 'PSG164', 'ISR573', 'FLA065', '1350');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230831-TKT-165', '66A', 'CLS0008', 'Checked-In', '230831-BKG-948735', 'PSG165', 'ISR450', 'FLA034', '316.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240811-TKT-166', '67C', 'CLS0013', 'Pending', '240811-BKG-847362', 'PSG166', 'ISR114', 'FLA067', '800');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230923-TKT-167', '68A', 'CLS0016', 'Checked-In', '230923-BKG-948736', 'PSG167', 'ISR324', 'FLA035', '465.53');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240902-TKT-168', '69B', 'CLS0005', 'Pending', '240902-BKG-193847', 'PSG168', 'ISR777', 'FLA065', '1650');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230809-TKT-169', '70A', 'CLS0012', 'Checked-In', '230809-BKG-847362', 'PSG169', 'ISR086', 'FLA033', '545.32');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240807-TKT-170', '71C', 'CLS0009', 'Pending', '240807-BKG-948736', 'PSG170', 'ISR195', 'FLA067', '700');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230925-TKT-171', '72A', 'CLS0018', 'Checked-In', '230925-BKG-847329', 'PSG171', 'ISR738', 'FLA035', '495.41');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240804-TKT-172', '73B', 'CLS0015', 'Pending', '240804-BKG-193847', 'PSG172', 'ISR573', 'FLA065', '2625');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230821-TKT-173', '74A', 'CLS0007', 'Checked-In', '230821-BKG-948736', 'PSG173', 'ISR450', 'FLA034', '254.09');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240909-TKT-174', '75C', 'CLS0016', 'Pending', '240909-BKG-847362', 'PSG174', 'ISR114', 'FLA065', '2775');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230712-TKT-175', '76A', 'CLS0019', 'Checked-In', '230712-BKG-847290', 'PSG175', 'ISR195', 'FLA033', '209.86');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240911-TKT-176', '77B', 'CLS0010', 'Pending', '240911-BKG-948736', 'PSG176', 'ISR777', 'FLA067', '725');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230825-TKT-177', '78A', 'CLS0013', 'Checked-In', '230825-BKG-847362', 'PSG177', 'ISR086', 'FLA034', '562.91');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240907-TKT-178', '79C', 'CLS0008', 'Pending', '240907-BKG-847329', 'PSG178', 'ISR738', 'FLA065', '2025');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230918-TKT-179', '80A', 'CLS0015', 'Checked-In', '230918-BKG-193847', 'PSG179', 'ISR573', 'FLA035', '825.68');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240818-TKT-180', '81B', 'CLS0017', 'Pending', '240818-BKG-193847', 'PSG180', 'ISR450', 'FLA066', '3750');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230928-TKT-181', '82A', 'CLS0012', 'Checked-In', '230928-BKG-847290', 'PSG181', 'ISR114', 'FLA035', '365.66');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240805-TKT-182', '83B', 'CLS0010', 'Pending', '240805-BKG-193847', 'PSG182', 'ISR086', 'FLA067', '725');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230813-TKT-183', '84A', 'CLS0018', 'Checked-In', '230813-BKG-847362', 'PSG183', 'ISR777', 'FLA033', '205.23');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240819-TKT-184', '85C', 'CLS0017', 'Pending', '240819-BKG-193847', 'PSG184', 'ISR573', 'FLA065', '2250');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230921-TKT-185', '86A', 'CLS0015', 'Checked-In', '230921-BKG-847290', 'PSG185', 'ISR450', 'FLA035', '440.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240907-TKT-186', '87B', 'CLS0016', 'Pending', '240907-BKG-847329', 'PSG186', 'ISR195', 'FLA066', '4625');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230806-TKT-187', '88A', 'CLS0017', 'Checked-In', '230806-BKG-847362', 'PSG187', 'ISR086', 'FLA033', '703.64');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240812-TKT-188', '89C', 'CLS0018', 'Pending', '240812-BKG-193847', 'PSG188', 'ISR738', 'FLA067', '525');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230911-TKT-189', '90A', 'CLS0009', 'Checked-In', '230911-BKG-847362', 'PSG189', 'ISR573', 'FLA035', '330.27');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240814-TKT-190', '91B', 'CLS0007', 'Pending', '240814-BKG-847362', 'PSG190', 'ISR777', 'FLA065', '1950');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230715-TKT-191', '92A', 'CLS0012', 'Checked-In', '230715-BKG-193847', 'PSG191', 'ISR450', 'FLA033', '301.19');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240906-TKT-192', '93C', 'CLS0019', 'Pending', '240906-BKG-193847', 'PSG192', 'ISR086', 'FLA067', '450');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230923-TKT-193', '94A', 'CLS0015', 'Checked-In', '230923-BKG-847362', 'PSG193', 'ISR738', 'FLA035', '440.36');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240810-TKT-194', '95B', 'CLS0008', 'Pending', '240810-BKG-193847', 'PSG194', 'ISR573', 'FLA065', '2025');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230824-TKT-195', '96A', 'CLS0013', 'Checked-In', '230824-BKG-847329', 'PSG195', 'ISR450', 'FLA034', '750.55');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240807-TKT-196', '97C', 'CLS0010', 'Pending', '240807-BKG-847362', 'PSG196', 'ISR195', 'FLA066', '3625');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230918-TKT-197', '98A', 'CLS0011', 'Cancelled', '230918-BKG-847290', 'PSG197', 'ISR086', 'FLA035', '294.89');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240911-TKT-198', '99B', 'CLS0019', 'Pending', '240911-BKG-193847', 'PSG198', 'ISR738', 'FLA065', '1350');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('230726-TKT-199', '100A', 'CLS0015', 'Checked-In', '230726-BKG-847290', 'PSG199', 'ISR573', 'FLA033', '408.07');
INSERT INTO Ticket (TicketID, SeatNumber, ClassID, TicketStatus, BookingID, PassengerID, InsuranceID, FlightID, TicketPrice) VALUES ('240901-TKT-200', '101B', 'CLS0009', 'Pending', '240901-BKG-847329', 'PSG200', 'ISR777', 'FLA067', '700');
